Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths,
2006,2006,Pneumonia due to Mycoplasma pneumoniae,J15.7,13,298379912,Unreliable,0.00%,
2006,2006,Chronic pansinusitis,J32.4,13,298379912,Unreliable,0.00%,
2006,2006,Panlobular emphysema,J43.1,13,298379912,Unreliable,0.00%,
2006,2006,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",J68.0,13,298379912,Unreliable,0.00%,
2006,2006,Diverticular disease of small intestine with perforation and abscess,K57.0,13,298379912,Unreliable,0.00%,
2006,2006,Irritable bowel syndrome without diarrhoea,K58.9,13,298379912,Unreliable,0.00%,
2006,2006,"Panniculitis, unspecified",M79.3,13,298379912,Unreliable,0.00%,
2006,2006,"Rapidly progressive nephritic syndrome, unspecified",N01.9,13,298379912,Unreliable,0.00%,
2006,2006,"Flaccid neuropathic bladder, not elsewhere classified",N31.2,13,298379912,Unreliable,0.00%,
2006,2006,"Salpingitis and oophoritis, unspecified",N70.9,13,298379912,Unreliable,0.00%,
2006,2006,Other and unspecified ovarian cysts,N83.2,13,298379912,Unreliable,0.00%,
2006,2006,"Eclampsia, unspecified as to time period",O15.9,13,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by placenta praevia,P02.0,13,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by abnormal uterine contractions,P03.6,13,298379912,Unreliable,0.00%,
2006,2006,Sepsis of newborn due to Staphylococcus aureus,P36.2,13,298379912,Unreliable,0.00%,
2006,2006,Congenital hypotonia,P94.2,13,298379912,Unreliable,0.00%,
2006,2006,Meckel diverticulum,Q43.0,13,298379912,Unreliable,0.00%,
2006,2006,Cystic disease of liver,Q44.6,13,298379912,Unreliable,0.00%,
2006,2006,"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in nontraffic accident",V18.2,13,298379912,Unreliable,0.00%,
2006,2006,"Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified motorcycle rider injured in traffic accident",V22.9,13,298379912,Unreliable,0.00%,
2006,2006,Motorcycle rider [any] injured in unspecified nontraffic accident,V29.3,13,298379912,Unreliable,0.00%,
2006,2006,Unspecified occupant of special agricultural vehicle injured in traffic accident,V84.3,13,298379912,Unreliable,0.00%,
2006,2006,Striking against or struck by sports equipment,W21,13,298379912,Unreliable,0.00%,
2006,2006,Contact with hot household appliances,X15,13,298379912,Unreliable,0.00%,
2006,2006,"Contact with hot heating appliances, radiators and pipes",X16,13,298379912,Unreliable,0.00%,
2006,2006,Overexertion and strenuous or repetitive movements,X50,13,298379912,Unreliable,0.00%,
2006,2006,During unspecified surgical and medical care,Y60.9,13,298379912,Unreliable,0.00%,
2006,2006,Sequelae of other and unspecified transport accidents,Y85.9,13,298379912,Unreliable,0.00%,
2006,2006,Salmonella septicaemia,A02.1,12,298379912,Unreliable,0.00%,
2006,2006,Unspecified viral infection of central nervous system,A89,12,298379912,Unreliable,0.00%,
2006,2006,Cysticercosis of central nervous system,B69.0,12,298379912,Unreliable,0.00%,
2006,2006,"Ribs, sternum and clavicle - Malignant neoplasms",C41.3,12,298379912,Unreliable,0.00%,
2006,2006,Upper limb - Malignant neoplasms,C76.4,12,298379912,Unreliable,0.00%,
2006,2006,"Non-Hodgkin lymphoma large cell, follicular",C82.2,12,298379912,Unreliable,0.00%,
2006,2006,"Meninges, unspecified - Uncertain neoplasms",D42.9,12,298379912,Unreliable,0.00%,
2006,2006,"Acquired pure red cell aplasia, unspecified",D60.9,12,298379912,Unreliable,0.00%,
2006,2006,Acquired coagulation factor deficiency,D68.4,12,298379912,Unreliable,0.00%,
2006,2006,Functional disorders of polymorphonuclear neutrophils,D71,12,298379912,Unreliable,0.00%,
2006,2006,Di George syndrome,D82.1,12,298379912,Unreliable,0.00%,
2006,2006,"Short stature, not elsewhere classified",E34.3,12,298379912,Unreliable,0.00%,
2006,2006,Other disorders of intestinal carbohydrate absorption,E74.3,12,298379912,Unreliable,0.00%,
2006,2006,Other amyloidosis,E85.8,12,298379912,Unreliable,0.00%,
2006,2006,Mixed anxiety and depressive disorder,F41.2,12,298379912,Unreliable,0.00%,
2006,2006,Other specified demyelinating diseases of central nervous system,G37.8,12,298379912,Unreliable,0.00%,
2006,2006,Acute rheumatic endocarditis,I01.1,12,298379912,Unreliable,0.00%,
2006,2006,Disorders of both aortic and tricuspid valves,I08.2,12,298379912,Unreliable,0.00%,
2006,2006,"Atrioventricular block, second degree",I44.1,12,298379912,Unreliable,0.00%,
2006,2006,"Cardiac septal defect, acquired",I51.0,12,298379912,Unreliable,0.00%,
2006,2006,Adenoviral pneumonia,J12.0,12,298379912,Unreliable,0.00%,
2006,2006,Umbilical hernia with gangrene,K42.1,12,298379912,Unreliable,0.00%,
2006,2006,Diverticular disease of small intestine without perforation or abscess,K57.1,12,298379912,Unreliable,0.00%,
2006,2006,Juvenile rheumatoid arthritis,M08.0,12,298379912,Unreliable,0.00%,
2006,2006,Other overlap syndromes,M35.1,12,298379912,Unreliable,0.00%,
2006,2006,Behtet disease,M35.2,12,298379912,Unreliable,0.00%,
2006,2006,"Inflammatory spondylopathy, unspecified",M46.9,12,298379912,Unreliable,0.00%,
2006,2006,"Intervertebral disc disorder, unspecified",M51.9,12,298379912,Unreliable,0.00%,
2006,2006,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",N05.5,12,298379912,Unreliable,0.00%,
2006,2006,Calculus in bladder,N21.0,12,298379912,Unreliable,0.00%,
2006,2006,"Rupture of bladder, nontraumatic",N32.4,12,298379912,Unreliable,0.00%,
2006,2006,Cystocele,N81.1,12,298379912,Unreliable,0.00%,
2006,2006,Congenital cystic lung,Q33.0,12,298379912,Unreliable,0.00%,
2006,2006,Other congenital deformities of chest,Q67.8,12,298379912,Unreliable,0.00%,
2006,2006,Short rib syndrome,Q77.2,12,298379912,Unreliable,0.00%,
2006,2006,Other congenital malformations of abdominal wall,Q79.5,12,298379912,Unreliable,0.00%,
2006,2006,Deletion of short arm of chromosome 4,Q93.3,12,298379912,Unreliable,0.00%,
2006,2006,"Tachycardia, unspecified",R00.0,12,298379912,Unreliable,0.00%,
2006,2006,Abnormal weight loss,R63.4,12,298379912,Unreliable,0.00%,
2006,2006,"Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident",V20.9,12,298379912,Unreliable,0.00%,
2006,2006,"Car occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident",V42.5,12,298379912,Unreliable,0.00%,
2006,2006,"Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident",V65.5,12,298379912,Unreliable,0.00%,
2006,2006,Driver of special construction vehicle injured in traffic accident,V85.0,12,298379912,Unreliable,0.00%,
2006,2006,Contact with other powered hand tools and household machinery,W29,12,298379912,Unreliable,0.00%,
2006,2006,"Medical procedure, unspecified",Y84.9,12,298379912,Unreliable,0.00%,
2006,2006,Gammaherpesviral mononucleosis,B27.0,11,298379912,Unreliable,0.00%,
2006,2006,Pulmonary cryptococcosis,B45.0,11,298379912,Unreliable,0.00%,
2006,2006,Pylorus - Malignant neoplasms,C16.4,11,298379912,Unreliable,0.00%,
2006,2006,Pineal gland - Uncertain neoplasms,D44.5,11,298379912,Unreliable,0.00%,
2006,2006,"Endocrine gland, unspecified - Uncertain neoplasms",D44.9,11,298379912,Unreliable,0.00%,
2006,2006,Peripheral nerves and autonomic nervous system - Uncertain neoplasms,D48.2,11,298379912,Unreliable,0.00%,
2006,2006,Other nonautoimmune haemolytic anaemias,D59.4,11,298379912,Unreliable,0.00%,
2006,2006,Disorders of amino-acid transport,E72.0,11,298379912,Unreliable,0.00%,
2006,2006,Other gangliosidosis,E75.1,11,298379912,Unreliable,0.00%,
2006,2006,Lipoprotein deficiency,E78.6,11,298379912,Unreliable,0.00%,
2006,2006,"Mental and behavioural disorders due to use of cocaine, acute intoxication",F14.0,11,298379912,Unreliable,0.00%,
2006,2006,Bulimia nervosa,F50.2,11,298379912,Unreliable,0.00%,
2006,2006,Other chorea,G25.5,11,298379912,Unreliable,0.00%,
2006,2006,Other specified disorders of central nervous system,G96.8,11,298379912,Unreliable,0.00%,
2006,2006,"Acute pericarditis, unspecified",I30.9,11,298379912,Unreliable,0.00%,
2006,2006,Nontraumatic extradural haemorrhage,I62.1,11,298379912,Unreliable,0.00%,
2006,2006,"Naevus, non-neoplastic",I78.1,11,298379912,Unreliable,0.00%,
2006,2006,Other diseases of capillaries,I78.8,11,298379912,Unreliable,0.00%,
2006,2006,"Influenza with other manifestations, virus not identified",J11.8,11,298379912,Unreliable,0.00%,
2006,2006,"Pneumonia due to streptococcus, group B",J15.3,11,298379912,Unreliable,0.00%,
2006,2006,Centrilobular emphysema,J43.2,11,298379912,Unreliable,0.00%,
2006,2006,Other specified inflammatory liver diseases,K75.8,11,298379912,Unreliable,0.00%,
2006,2006,Idiopathic acute pancreatitis,K85.0,11,298379912,Unreliable,0.00%,
2006,2006,Pyoderma gangrenosum,L88,11,298379912,Unreliable,0.00%,
2006,2006,Other specified necrotizing vasculopathies,M31.8,11,298379912,Unreliable,0.00%,
2006,2006,Other osteoporosis,M81.8,11,298379912,Unreliable,0.00%,
2006,2006,"Unspecified nephritic syndrome, focal and segmental glomerular lesions",N05.1,11,298379912,Unreliable,0.00%,
2006,2006,Acute cystitis,N30.0,11,298379912,Unreliable,0.00%,
2006,2006,"Disorder of urinary system, unspecified",N39.9,11,298379912,Unreliable,0.00%,
2006,2006,"Ectopic pregnancy, unspecified",O00.9,11,298379912,Unreliable,0.00%,
2006,2006,Severe pre-eclampsia,O14.1,11,298379912,Unreliable,0.00%,
2006,2006,Death from sequelae of direct obstetric causes,O97,11,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by polyhydramnios,P01.3,11,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by other and unspecified conditions of umbilical cord,P02.6,11,298379912,Unreliable,0.00%,
2006,2006,Sepsis of newborn due to other and unspecified staphylococci,P36.3,11,298379912,Unreliable,0.00%,
2006,2006,Congenital mitral insufficiency,Q23.3,11,298379912,Unreliable,0.00%,
2006,2006,Congenital heart block,Q24.6,11,298379912,Unreliable,0.00%,
2006,2006,Other specified congenital musculoskeletal deformities,Q68.8,11,298379912,Unreliable,0.00%,
2006,2006,Congenital malformation syndromes predominantly associated with short stature,Q87.1,11,298379912,Unreliable,0.00%,
2006,2006,Hyperventilation,R06.4,11,298379912,Unreliable,0.00%,
2006,2006,Dysphasia and aphasia,R47.0,11,298379912,Unreliable,0.00%,
2006,2006,"Hyperglycaemia, unspecified",R73.9,11,298379912,Unreliable,0.00%,
2006,2006,Motorcycle rider [any] injured in other specified transport accidents,V29.8,11,298379912,Unreliable,0.00%,
2006,2006,"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis",V92.3,11,298379912,Unreliable,0.00%,
2006,2006,Contact with other hot fluids,X12,11,298379912,Unreliable,0.00%,
2006,2006,Tuberculous meningitis,A17.0,10,298379912,Unreliable,0.00%,
2006,2006,Septicaemia due to Haemophilus influenzae,A41.3,10,298379912,Unreliable,0.00%,
2006,2006,"Nocardiosis, unspecified",A43.9,10,298379912,Unreliable,0.00%,
2006,2006,"Enterovirus infection, unspecified",B34.1,10,298379912,Unreliable,0.00%,
2006,2006,"Pulmonary blastomycosis, unspecified",B40.2,10,298379912,Unreliable,0.00%,
2006,2006,Labium majus - Malignant neoplasms,C51.0,10,298379912,Unreliable,0.00%,
2006,2006,Malignant neoplasm of placenta,C58,10,298379912,Unreliable,0.00%,
2006,2006,Cerebral ventricle - Malignant neoplasms,C71.5,10,298379912,Unreliable,0.00%,
2006,2006,Secondary malignant neoplasm of skin - Malignant neoplasms,C79.2,10,298379912,Unreliable,0.00%,
2006,2006,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue - Malignant neoplasms",C96.7,10,298379912,Unreliable,0.00%,
2006,2006,Pancreas - Benign neoplasms,D13.6,10,298379912,Unreliable,0.00%,
2006,2006,Benign neoplasm of ovary,D27,10,298379912,Unreliable,0.00%,
2006,2006,"Brain, supratentorial - Benign neoplasms",D33.0,10,298379912,Unreliable,0.00%,
2006,2006,Double heterozygous sickling disorders,D57.2,10,298379912,Unreliable,0.00%,
2006,2006,Other specified disorders of carbohydrate metabolism,E74.8,10,298379912,Unreliable,0.00%,
2006,2006,Alkalosis,E87.3,10,298379912,Unreliable,0.00%,
2006,2006,Striatonigral degeneration,G23.2,10,298379912,Unreliable,0.00%,
2006,2006,Other specified myoneural disorders,G70.8,10,298379912,Unreliable,0.00%,
2006,2006,"Multiple valve disease, unspecified",I08.9,10,298379912,Unreliable,0.00%,
2006,2006,Ventricular premature depolarization,I49.3,10,298379912,Unreliable,0.00%,
2006,2006,Moyamoya disease,I67.5,10,298379912,Unreliable,0.00%,
2006,2006,Embolism and thrombosis of iliac artery,I74.5,10,298379912,Unreliable,0.00%,
2006,2006,Laryngeal spasm,J38.5,10,298379912,Unreliable,0.00%,
2006,2006,Crohn disease of small intestine,K50.0,10,298379912,Unreliable,0.00%,
2006,2006,Radiation proctitis,K62.7,10,298379912,Unreliable,0.00%,
2006,2006,Infarction of liver,K76.3,10,298379912,Unreliable,0.00%,
2006,2006,"Malabsorption due to intolerance, not elsewhere classified",K90.4,10,298379912,Unreliable,0.00%,
2006,2006,Cellulitis of other sites,L03.8,10,298379912,Unreliable,0.00%,
2006,2006,"Pemphigoid, unspecified",L12.9,10,298379912,Unreliable,0.00%,
2006,2006,"Disorder of muscle, unspecified",M62.9,10,298379912,Unreliable,0.00%,
2006,2006,Pain in limb,M79.6,10,298379912,Unreliable,0.00%,
2006,2006,Other specified soft tissue disorders,M79.8,10,298379912,Unreliable,0.00%,
2006,2006,Vesicoureteral-reflux-associated uropathy,N13.7,10,298379912,Unreliable,0.00%,
2006,2006,Other obstructive and reflux uropathy,N13.8,10,298379912,Unreliable,0.00%,
2006,2006,Vascular disorders of male genital organs,N50.1,10,298379912,Unreliable,0.00%,
2006,2006,Inflammatory disorders of breast,N61,10,298379912,Unreliable,0.00%,
2006,2006,Other specified conditions associated with female genital organs and menstrual cycle,N94.8,10,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by maternal infectious and parasitic diseases,P00.2,10,298379912,Unreliable,0.00%,
2006,2006,Newborn affected by maternal use of tobacco,P04.2,10,298379912,Unreliable,0.00%,
2006,2006,Severe birth asphyxia,P21.0,10,298379912,Unreliable,0.00%,
2006,2006,"Neonatal aspiration syndrome, unspecified",P24.9,10,298379912,Unreliable,0.00%,
2006,2006,Haemorrhage into maternal circulation,P50.4,10,298379912,Unreliable,0.00%,
2006,2006,Other congenital malformations of cardiac septa,Q21.8,10,298379912,Unreliable,0.00%,
2006,2006,Achondroplasia,Q77.4,10,298379912,Unreliable,0.00%,
2006,2006,Other specified congenital malformations of skin,Q82.8,10,298379912,Unreliable,0.00%,
2006,2006,Laboratory evidence of human immunodeficiency virus [HIV],R75,10,298379912,Unreliable,0.00%,
2006,2006,"Other fall on same level due to collision with, or pushing by, another person",W03,10,298379912,Unreliable,0.00%,
2006,2006,Explosion and rupture of boiler,W35,10,298379912,Unreliable,0.00%,
2006,2006,Exposure to high and low air pressure and changes in air pressure,W94,10,298379912,Unreliable,0.00%,
2006,2006,Victim of flood,X38,10,298379912,Unreliable,0.00%,
2006,2006,Radiological procedure and radiotherapy,Y84.2,10,298379912,Unreliable,0.00%,
2007,2007,Atherosclerotic heart disease,I25.1,185106,301231207,61.45,0.37%,
2007,2007,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,157991,301231207,52.45,0.32%,
2007,2007,"Acute myocardial infarction, unspecified",I21.9,132720,301231207,44.06,0.27%,
2007,2007,"Chronic obstructive pulmonary disease, unspecified",J44.9,106001,301231207,35.19,0.21%,
2007,2007,"Alzheimer disease, unspecified",G30.9,72631,301231207,24.11,0.15%,
2007,2007,Unspecified dementia,F03,72258,301231207,23.99,0.15%,
2007,2007,"Stroke, not specified as haemorrhage or infarction",I64,71117,301231207,23.61,0.14%,
2007,2007,"Atherosclerotic cardiovascular disease, so described",I25.0,59051,301231207,19.60,0.12%,
2007,2007,Congestive heart failure,I50.0,51967,301231207,17.25,0.10%,
2007,2007,"Pneumonia, unspecified",J18.9,46603,301231207,15.47,0.09%,
2007,2007,"Colon, unspecified - Malignant neoplasms",C18.9,42643,301231207,14.16,0.09%,
2007,2007,"Breast, unspecified - Malignant neoplasms",C50.9,40964,301231207,13.60,0.08%,
2007,2007,"Unspecified diabetes mellitus, without complications",E14.9,40807,301231207,13.55,0.08%,
2007,2007,"Pancreas, unspecified - Malignant neoplasms",C25.9,33912,301231207,11.26,0.07%,
2007,2007,"Septicaemia, unspecified",A41.9,31912,301231207,10.59,0.06%,
2007,2007,Malignant neoplasm of prostate,C61,29093,301231207,9.66,0.06%,
2007,2007,Malignant neoplasm without specification of site,C80,26042,301231207,8.65,0.05%,
2007,2007,Hypertensive heart disease without (congestive) heart failure,I11.9,20086,301231207,6.67,0.04%,
2007,2007,Parkinson disease,G20,19913,301231207,6.61,0.04%,
2007,2007,"Cardiomyopathy, unspecified",I42.9,17363,301231207,5.76,0.04%,
2007,2007,Pneumonitis due to food and vomit,J69.0,16980,301231207,5.64,0.03%,
2007,2007,Unspecified renal failure,N19,16598,301231207,5.51,0.03%,
2007,2007,"Intracerebral haemorrhage, unspecified",I61.9,14987,301231207,4.98,0.03%,
2007,2007,"Non-Hodgkin lymphoma, unspecified type",C85.9,14977,301231207,4.97,0.03%,
2007,2007,Malignant neoplasm of ovary,C56,14621,301231207,4.85,0.03%,
2007,2007,Atrial fibrillation and flutter,I48,14490,301231207,4.81,0.03%,
2007,2007,"Urinary tract infection, site not specified",N39.0,14487,301231207,4.81,0.03%,
2007,2007,Essential (primary) hypertension,I10,14414,301231207,4.79,0.03%,
2007,2007,Other and unspecified cirrhosis of liver,K74.6,14144,301231207,4.70,0.03%,
2007,2007,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,13926,301231207,4.62,0.03%,
2007,2007,"Bladder, unspecified - Malignant neoplasms",C67.9,13818,301231207,4.59,0.03%,
2007,2007,"Oesophagus, unspecified - Malignant neoplasms",C15.9,13509,301231207,4.48,0.03%,
2007,2007,"Cardiac arrest, unspecified",I46.9,13387,301231207,4.44,0.03%,
2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13030,301231207,4.33,0.03%,
2007,2007,Aortic (valve) stenosis,I35.0,12840,301231207,4.26,0.03%,
2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12783,301231207,4.24,0.03%,
2007,2007,"Emphysema, unspecified",J43.9,12769,301231207,4.24,0.03%,
2007,2007,"Malignant neoplasm of kidney, except renal pelvis",C64,12554,301231207,4.17,0.03%,
2007,2007,"Brain, unspecified - Malignant neoplasms",C71.9,12233,301231207,4.06,0.02%,
2007,2007,Other interstitial pulmonary diseases with fibrosis,J84.1,12169,301231207,4.04,0.02%,
2007,2007,End-stage renal disease,N18.0,12018,301231207,3.99,0.02%,
2007,2007,Ischaemic cardiomyopathy,I25.5,11756,301231207,3.90,0.02%,
2007,2007,"Chronic ischaemic heart disease, unspecified",I25.9,11430,301231207,3.79,0.02%,
2007,2007,Other ill-defined and unspecified causes of mortality,R99,11236,301231207,3.73,0.02%,
2007,2007,Assault by other and unspecified firearm discharge,X95,10974,301231207,3.64,0.02%,
2007,2007,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,10858,301231207,3.60,0.02%,
2007,2007,Intentional self-harm by other and unspecified firearm discharge,X74,10793,301231207,3.58,0.02%,
2007,2007,Multiple myeloma - Malignant neoplasms,C90.0,10782,301231207,3.58,0.02%,
2007,2007,Hypertensive heart disease with (congestive) heart failure,I11.0,10694,301231207,3.55,0.02%,
2007,2007,Unspecified fall,W19,10636,301231207,3.53,0.02%,
2007,2007,"Stomach, unspecified - Malignant neoplasms",C16.9,10631,301231207,3.53,0.02%,
2007,2007,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,9839,301231207,3.27,0.02%,
2007,2007,Hypertensive renal disease with renal failure,I12.0,9253,301231207,3.07,0.02%,
2007,2007,Alcoholic cirrhosis of liver,K70.3,9253,301231207,3.07,0.02%,
2007,2007,Acute myeloid leukaemia - Malignant neoplasms,C92.0,8241,301231207,2.74,0.02%,
2007,2007,"Intentional self-harm by hanging, strangulation and suffocation",X70,8161,301231207,2.71,0.02%,
2007,2007,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,8055,301231207,2.67,0.02%,
2007,2007,"Cardiac arrhythmia, unspecified",I49.9,7948,301231207,2.64,0.02%,
2007,2007,Generalized and unspecified atherosclerosis,I70.9,7903,301231207,2.62,0.02%,
2007,2007,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,7790,301231207,2.59,0.02%,
2007,2007,"Acute renal failure, unspecified",N17.9,7669,301231207,2.55,0.02%,
2007,2007,"Gastrointestinal haemorrhage, unspecified",K92.2,7183,301231207,2.38,0.01%,
2007,2007,Pulmonary embolism without mention of acute cor pulmonale,I26.9,7077,301231207,2.35,0.01%,
2007,2007,Liver cell carcinoma - Malignant neoplasms,C22.0,6999,301231207,2.32,0.01%,
2007,2007,Sequelae of other and unspecified cerebrovascular diseases,I69.8,6728,301231207,2.23,0.01%,
2007,2007,"Peripheral vascular disease, unspecified",I73.9,6687,301231207,2.22,0.01%,
2007,2007,"Chronic renal failure, unspecified",N18.9,6636,301231207,2.20,0.01%,
2007,2007,Chronic viral hepatitis C,B18.2,6571,301231207,2.18,0.01%,
2007,2007,Enterocolitis due to Clostridium difficile,A04.7,6372,301231207,2.12,0.01%,
2007,2007,Malignant neoplasm of rectum,C20,6273,301231207,2.08,0.01%,
2007,2007,"Liver, unspecified - Malignant neoplasms",C22.9,6234,301231207,2.07,0.01%,
2007,2007,"Hyperlipidaemia, unspecified",E78.5,6187,301231207,2.05,0.01%,
2007,2007,"Vascular disorder of intestine, unspecified",K55.9,6133,301231207,2.04,0.01%,
2007,2007,Other fall on same level,W18,6076,301231207,2.02,0.01%,
2007,2007,Motor neuron disease,G12.2,6073,301231207,2.02,0.01%,
2007,2007,"Endocarditis, valve unspecified",I38,5448,301231207,1.81,0.01%,
2007,2007,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,5321,301231207,1.77,0.01%,
2007,2007,Senility,R54,5223,301231207,1.73,0.01%,
2007,2007,"Anoxic brain damage, not elsewhere classified",G93.1,5203,301231207,1.73,0.01%,
2007,2007,"Cerebrovascular disease, unspecified",I67.9,5142,301231207,1.71,0.01%,
2007,2007,Other lack of expected normal physiological development,R62.8,5048,301231207,1.68,0.01%,
2007,2007,"Cardiovascular disease, unspecified",I51.6,4995,301231207,1.66,0.01%,
2007,2007,"Subarachnoid haemorrhage, unspecified",I60.9,4879,301231207,1.62,0.01%,
2007,2007,Dilated cardiomyopathy,I42.0,4837,301231207,1.61,0.01%,
2007,2007,"Heart failure, unspecified",I50.9,4493,301231207,1.49,0.01%,
2007,2007,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,4472,301231207,1.48,0.01%,
2007,2007,Malignant neoplasms of independent (primary) multiple sites,C97,4442,301231207,1.47,0.01%,
2007,2007,Other and unspecified intestinal obstruction,K56.6,4268,301231207,1.42,0.01%,
2007,2007,"Vascular dementia, unspecified",F01.9,4095,301231207,1.36,0.01%,
2007,2007,"Malignant neoplasm of uterus, part unspecified",C55,4079,301231207,1.35,0.01%,
2007,2007,"Heart disease, unspecified",I51.9,4023,301231207,1.34,0.01%,
2007,2007,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,3992,301231207,1.33,0.01%,
2007,2007,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,3987,301231207,1.32,0.01%,
2007,2007,Other secondary pulmonary hypertension,I27.2,3976,301231207,1.32,0.01%,
2007,2007,Person injured in collision between other specified motor vehicles (traffic),V87.7,3975,301231207,1.32,0.01%,
2007,2007,"Abdominal aortic aneurysm, ruptured",I71.3,3870,301231207,1.28,0.01%,
2007,2007,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,3855,301231207,1.28,0.01%,
2007,2007,"Cerebral infarction, unspecified",I63.9,3826,301231207,1.27,0.01%,
2007,2007,Intentional self-harm by handgun discharge,X72,3801,301231207,1.26,0.01%,
2007,2007,"Insulin-dependent diabetes mellitus, without complications",E10.9,3730,301231207,1.24,0.01%,
2007,2007,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,3730,301231207,1.24,0.01%,
2007,2007,Extreme immaturity,P07.2,3655,301231207,1.21,0.01%,
2007,2007,"Liver disease, unspecified",K76.9,3636,301231207,1.21,0.01%,
2007,2007,Multiple sclerosis,G35,3607,301231207,1.20,0.01%,
2007,2007,Exposure to unspecified factor causing fracture,X59.0,3596,301231207,1.19,0.01%,
2007,2007,Dissection of aorta [any part],I71.0,3569,301231207,1.18,0.01%,
2007,2007,"Hepatic failure, unspecified",K72.9,3452,301231207,1.15,0.01%,
2007,2007,Endometrium - Malignant neoplasms,C54.1,3315,301231207,1.10,0.01%,
2007,2007,"Larynx, unspecified - Malignant neoplasms",C32.9,3306,301231207,1.10,0.01%,
2007,2007,"Respiratory failure, unspecified",J96.9,3279,301231207,1.09,0.01%,
2007,2007,Volume depletion,E86,3137,301231207,1.04,0.01%,
2007,2007,Unspecified human immunodeficiency virus [HIV] disease,B24,3136,301231207,1.04,0.01%,
2007,2007,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,3089,301231207,1.03,0.01%,
2007,2007,"Asthma, unspecified",J45.9,3019,301231207,1.00,0.01%,
2007,2007,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,3006,301231207,1.00,0.01%,
2007,2007,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,2997,301231207,0.99,0.01%,
2007,2007,Other disorders of lung,J98.4,2993,301231207,0.99,0.01%,
2007,2007,Other obesity,E66.8,2946,301231207,0.98,0.01%,
2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,2915,301231207,0.97,0.01%,
2007,2007,"Leukaemia, unspecified - Malignant neoplasms",C95.9,2850,301231207,0.95,0.01%,
2007,2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,2758,301231207,0.92,0.01%,
2007,2007,"Sudden cardiac death, so described",I46.1,2752,301231207,0.91,0.01%,
2007,2007,"Interstitial pulmonary disease, unspecified",J84.9,2744,301231207,0.91,0.01%,
2007,2007,Malignant neoplasm of rectosigmoid junction,C19,2700,301231207,0.90,0.01%,
2007,2007,"Chronic nephritic syndrome, unspecified",N03.9,2696,301231207,0.89,0.01%,
2007,2007,"Noninfective gastroenteritis and colitis, unspecified",K52.9,2674,301231207,0.89,0.01%,
2007,2007,Exposure to uncontrolled fire in building or structure,X00,2655,301231207,0.88,0.01%,
2007,2007,"Anaemia, unspecified",D64.9,2617,301231207,0.87,0.01%,
2007,2007,"Brain, unspecified - Uncertain neoplasms",D43.2,2565,301231207,0.85,0.01%,
2007,2007,"Acute ischaemic heart disease, unspecified",I24.9,2557,301231207,0.85,0.01%,
2007,2007,"Acute pancreatitis, unspecified",K85.9,2500,301231207,0.83,0.01%,
2007,2007,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,2476,301231207,0.82,0.00%,
2007,2007,Sudden infant death syndrome - SIDS,R95,2453,301231207,0.81,0.00%,
2007,2007,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,2429,301231207,0.81,0.00%,
2007,2007,Exposure to unspecified factor causing other and unspecified injury,X59.9,2423,301231207,0.80,0.00%,
